title,publication_year,journal_name,background,research_question,data,methods,main_results,implications,is_AI_related,AI_related_keyword,keyword_string,is_truly_AI
Robust comparative statics of risk changes,2016,Management Science,Understanding how economic outcomes change in response to changes in risk is important.,How can we robustly analyze the comparative statics of changes in risk?,"Not explicitly stated, but likely involves theoretical economic models.",Mathematical and economic modeling.,The standard method for establishing the comparative statics of risk changes is examined and improved upon.,Provides a more reliable framework for analyzing the impact of risk in economic models.,False,,,False
"Discretionary sanctions and rewards in the repeated ""inspection game""",2016,Management Science,The 'inspection game' is a model used to study situations where one party inspects another's actions.,How do discretionary sanctions and rewards affect behavior in a repeated inspection game?,Experimental data from a repeated inspection game.,Experimental economics to study behavior under sanctions and rewards.,This paper experimentally investigates a repeated 'inspection game' with discretionary sanctions and rewards.,Insights into the effectiveness of incentive systems in repeated interactions.,False,,,False
Evaluating hedge funds with pooled benchmarks,2016,Management Science,"Evaluating the performance of hedge funds is challenging, and the use of benchmarks is common.",How can pooled benchmarks be used to effectively evaluate hedge fund performance?,"Not explicitly stated, but likely involves financial data of hedge funds and benchmarks.",Financial econometrics and performance evaluation.,The evaluation of hedge fund performance is challenging. This paper proposes using pooled benchmarks.,Improved methods for assessing the performance of alternative investments.,False,,,False
Systematic risk in supply chain networks,2016,Management Science,"Supply chain networks are exposed to various risks, including systematic risks that affect the entire network.",What is the nature and impact of systematic risk within supply chain networks?,"Not explicitly stated, but likely involves data on supply chain disruptions and performance.",Network analysis and risk management.,Industrial production output is generally correlated with systematic risk. This paper examines systematic risk in supply chain networks.,Strategies for managing systemic risks in complex supply chains.,False,,,False
Do CIO IT budgets explain bigger or smaller government?,2016,Management Science,"The size and scope of government can be influenced by various factors, including IT spending.",Do Chief Information Officer (CIO) IT budgets correlate with the size or scope of government operations?,"Not explicitly stated, but likely involves government budget data and IT spending.",Empirical analysis of government IT budgets and government size.,"Given recent concerns about 'big government,' this paper investigates whether CIO IT budgets explain larger or smaller government.",Insights into the role of technology investment in government size and efficiency.,False,,,False
Is it enough? Evidence from a natural experiment on information and communication technology adoption,2016,Management Science,The adoption of information and communication technologies (ICT) can have significant impacts.,"Does the adoption of ICT lead to sufficient improvements, as evidenced by a natural experiment?",Evidence from a natural experiment on ICT adoption.,Natural experiment analysis to study the impact of ICT adoption.,Access to information and communication technologies is widespread. This study uses a natural experiment to assess if ICT adoption is 'enough'.,Understanding the true impact and sufficiency of technology adoption for development and progress.,False,,,False
Asymmetric effects of favorable and unfavorable news on stock prices,2016,Management Science,"News about a company can be either favorable or unfavorable, and its impact on stock prices may not be symmetrical.",Do favorable and unfavorable news have asymmetric effects on stock prices?,"Not explicitly stated, but likely involves stock market data and news events.",Financial econometrics and event study analysis.,Most daily decisions involve uncertainty about future outcomes. This paper examines the asymmetric effects of news on stock prices.,Understanding how market participants react differently to positive and negative information.,False,,,False
Habits of virtue: Creating norms of cooperation in online communities,2016,Management Science,Variability in norms of cooperation in online communities.,What explains variability in norms of cooperation in online communities?,,,,,False,,,False
Consumer social responsibility,2016,Management Science,Emergence of socially responsible consumer behavior.,We investigate the emergence of socially responsible consumer behavior.,,,,,False,,,False
Ad revenue optimization in live broadcasting,2016,Management Science,Ad revenue optimization in live broadcasting.,How to optimize ad revenue in live broadcasting?,,,,,False,,,False
Constituencies and legislation: The fight over the McFadden Act,2016,Management Science,The McFadden Act of 1927 was one of the most historically significant pieces of legislation affecting the banking industry.,How did constituencies and legislation interact in the fight over the McFadden Act?,,,,,False,,,False
Technical debt and the reliability of enterprise software systems,2016,Management Science,Enterprise software systems are required to be reliable.,What is the relationship between technical debt and the reliability of enterprise software systems?,,,,,False,,,False
Object salience in the division of labor: Experimental evidence,2016,Management Science,"When we engage in the process of division of labor, we often specialize in tasks.",How does object salience affect the division of labor?,Experimental evidence,Experiment,,,False,,,False
The impact and evolution of group diversity in online collaboration,2016,Management Science,"Online open collaboration efforts, such as Wikipedia, have become increasingly important.",What is the impact and evolution of group diversity in online collaboration?,,,,,False,,,False
Principal-agent settings with random shocks,2016,Management Science,Gift-exchange experiments.,How do principal-agent settings with random shocks behave?,Gift-exchange experiment,Experiment,We show that reciprocity is a significant factor in principal-agent settings with random shocks.,,False,,,False
Robust growth-optimal portfolios,2016,Management Science,The growth-optimal portfolio is designed to have the highest expected log-return.,How to construct robust growth-optimal portfolios?,,,,,False,,,False
Cultivating disaster donors using data analytics,2016,Management Science,Nonprofit organizations use direct-mail marketing to cultivate donors.,How can data analytics be used to cultivate disaster donors?,Data analytics,Data analytics,,,False,,,False
Do store brands aid store loyalty?,2016,Management Science,The role of store brands in enhancing store loyalty.,Do store brands aid store loyalty by enhancing store loyalty?,,,,,False,,,False
The impact of combining conformance and experiential strategies on firm performance,2016,Management Science,Opportunity for hospitals to improve performance by combining conformance and experiential strategies.,What is the impact of combining conformance and experiential strategies on firm performance?,,,,,False,,,False
Public forecast information sharing in a market with a dominant firm,2016,Management Science,Operational motivation of a retail firm to share forecast information.,How does public forecast information sharing affect a market with a dominant firm?,,,,,False,,,False
Information sharing in a supply chain with a capacitated supplier,2016,Management Science,Information sharing in supply chains.,What are the implications of information sharing in a supply chain with a capacitated supplier?,,,,,False,,,False
Models and insights for hospital inpatient operations,2016,Management Science,Emergency department operations in hospitals.,What models and insights can be derived for hospital inpatient operations?,,,,,False,,,False
Spillover effects in mutual fund companies,2016,Management Science,Spillover effects across mutual fund companies.,What are the spillover effects in mutual fund companies?,,,,,False,,,False
Hedge fund crowds and mispricing,2016,Management Science,Recent models and the popular press suggest that hedge funds can influence asset prices.,Do hedge fund crowds contribute to asset mispricing?,,,,,False,,,False
"Corporate science, innovation, and firm value",2016,Management Science,Firms disclose research findings to signal their innovation capabilities.,"What is the relationship between corporate science, innovation, and firm value?",,,,,False,,,False
The impact of modeling on robust inventory management,2016,Management Science,A basic inventory management problem.,How does modeling impact robust inventory management?,,,,,False,,,False
How does adoption of the outlet channel impact firm performance?,2016,Management Science,Adoption of a retailer's factory outlet channel.,How does the adoption of the outlet channel impact firm performance?,,,,,False,,,False
Leveraging experienced consumers to attract new customers,2016,Management Science,Daily deal websites help small local merchants attract new customers.,How can experienced consumers be leveraged to attract new customers?,,,,,False,,,False
Skewness and the relation between risk and return,2016,Management Science,The relationship between risk and return has been a central topic in finance.,What is the role of skewness in the relation between risk and return?,,,,,False,,,False
The impact of workaround difficulty on frontline service employees,2016,Management Science,"Operational failures persist, partly because frontline employees develop workarounds.",What is the impact of workaround difficulty on frontline service employees?,,,,,False,,,False
The quality of expertise,2016,Management Science,Policy makers and managers often turn to experts for advice.,What determines the quality of expertise?,,,,,False,,,False
"Quality, subjectivity, and sustained superior performance",2016,Management Science,"In some competitions, performance evaluation is subjective.",How do quality and subjectivity influence sustained superior performance?,,,,,False,,,False
On socially optimal queue length,2016,Management Science,Customers arrive at an observable queue.,What is the socially optimal queue length?,,,,,False,,,False
The effects of age and expertise on product evaluation,2016,Management Science,Understanding consumer segments based on age and expertise.,What are the effects of age and expertise on product evaluation?,,,,,False,,,False
Opening up intellectual property strategy: Implications for firm value,2016,Management Science,Firms' intellectual property (IP) strategies.,Does opening up intellectual property strategy impact firm value?,,,,,False,,,False
Strategic waiting for consumer-generated quality information,2016,Management Science,Impact of consumer-generated quality information.,What is the impact of strategic waiting for consumer-generated quality information?,,,,,False,,,False
Hospital readmissions reduction program: An economic analysis,2016,Management Science,The Hospital Readmissions Reduction Program (HRRP).,What is the economic impact of the Hospital Readmissions Reduction Program?,,Economic analysis,,,False,,,False
Deadlines in product development,2016,Management Science,Deadlines are common in product development and project management.,What is the impact of deadlines in product development?,,,,,False,,,False
Contract preferences and performance for the learning firm,2016,Management Science,Prior theory on buyback and revenue-sharing contracts.,How do contract preferences affect performance for a learning firm?,,,,,False,,,False
Electricity trading and negative prices: Storage and demand response,2016,Management Science,Electricity cannot be stored on a large scale.,How do storage and demand response affect electricity trading with negative prices?,,,,,False,,,False
Markdown or everyday low price? The role of behavioral economics,2016,Management Science,Seller's optimal pricing and inventory decisions.,Does behavioral economics play a role in markdown versus everyday low pricing strategies?,,,,,False,,,False
Experiments on compound risk in relation to size and value effects,2015,Management Science,Individual behavior under compound risk.,How does compound risk relate to size and value effects in financial markets?,Experiments,Experiment,,,False,,,False
"Naiveté, projection bias, and habit formation in gym attendance",2015,Management Science,A gym-attendance incentive intervention.,"How do naiveté, projection bias, and habit formation influence gym attendance?",,,,,False,,,False
Collateral valuation and borrower financial constraints,2015,Management Science,Financially constrained borrowers have incentives to misreport their financial conditions.,How does collateral valuation interact with borrower financial constraints?,,,,,False,,,False
Evaluating venture technical competence in venture capital,2015,Management Science,Research emphasizes the importance of technical competence in venture capital.,How can technical competence of ventures be evaluated in venture capital?,,,,,False,,,False
"Remanufacturing, third-party competition, and product lifecycle",2015,Management Science,Remanufacturing and its impact on product lifecycles.,What is the impact of remanufacturing and third-party competition on the product lifecycle?,,,,,False,,,False
The value of funds of hedge funds: Evidence from portfolio holdings,2015,Management Science,Portfolio holdings of funds of hedge funds.,"What is the value of funds of hedge funds, based on their portfolio holdings?",Portfolio holdings,,,,False,,,False
When should firms expose themselves to risk?,2015,Management Science,A firm making a decision about exposing itself to risk.,Under what conditions should firms choose to expose themselves to risk?,,,,,False,,,False
Keyword search advertising and first-page bidding,2015,Management Science,The generalized second-price (GSP) auction mechanism for keyword search advertising.,How does keyword search advertising affect first-page bidding strategies?,,,,,False,,,False
Branding conspicuous goods: An analysis of the market for luxury cars,2015,Management Science,Branding decisions are critical for the success of conspicuous goods.,"How does branding strategy apply to conspicuous goods, using the luxury car market as an example?",Market for luxury cars,Analysis,,,False,,,False
Shopping for information? Diversification and corporate investment,2015,Management Science,A view of corporate diversification and investment.,Does diversification in corporate investment relate to 'shopping for information'?,,Test,,,False,,,False
Decision making under uncertainty when preferences are unknown,2015,Management Science,Optimal decision making under uncertainty.,How should decisions be made under uncertainty when preferences are unknown?,,,,,False,,,False
Can noise create the size and value effects?,2015,Management Science,"If the price of a stock differs from its intrinsic value, then noise trading can occur.",Can noise in the market explain the size and value effects?,,,,,False,,,False
Decentralized procurement in light of strategic sourcing,2015,Management Science,The choice between centralized and decentralized procurement.,How does decentralized procurement fare in the context of strategic sourcing?,,,,,False,,,False
Competition in portfolio management: Theory and experiments,2015,Management Science,Competition among portfolio managers.,What are the theoretical and experimental findings on competition in portfolio management?,Experiments,"Theory, Experiment",,,False,,,False
Electric vehicles with a battery switching station,2015,Management Science,The transportation sector's carbon footprint and the rise of electric vehicles.,What are the implications of electric vehicles with a battery switching station?,,,,,False,,,False
Bargaining for an assortment,2015,Management Science,A retailer's assortment decision results from a bargaining process.,How does bargaining influence assortment decisions?,,,,,False,,,False
Signaling new product reliability with after-sales service investments,2015,Management Science,"Prior studies on performance-based contracting and signaling have focused on the choice of contract type, but have not considered the role of after-sales service investments in signaling product reliability.","How do after-sales service investments signal new product reliability, and what are the implications for contract design?","The study does not explicitly mention the data used, but implies a theoretical framework and analysis of contracting mechanisms.",The study develops a theoretical model to analyze the signaling role of after-sales service investments in the context of performance-based contracting.,"After-sales service investments can effectively signal product reliability, leading to improved contract outcomes. Firms with reliable products are more likely to invest in after-sales service, which in turn influences consumer perceptions and purchasing decisions.","Firms can use after-sales service investments as a strategic tool to signal product quality and build consumer trust. This has implications for contract design, marketing strategies, and competitive positioning.",False,,,False
Repeated auctions with budgets in ad exchanges,2015,Management Science,Ad exchanges are emerging Internet markets where advertisers bid for ad impressions. This paper addresses the challenge of repeated auctions with budget constraints for advertisers.,"How can advertisers manage their budgets effectively in repeated ad auctions, and what are the optimal bidding strategies?",The study uses a theoretical framework to model repeated auctions with budgets in ad exchanges.,The study develops theoretical models to analyze optimal bidding strategies and budget management in repeated auctions within ad exchanges.,The paper provides insights into optimal bidding strategies for advertisers facing budget constraints in repeated ad auctions. It highlights the trade-offs between maximizing impressions and managing expenditure over time.,The findings are relevant for advertisers and ad exchange platforms seeking to optimize their operations and revenue. It informs the design of auction mechanisms and bidding strategies in online advertising markets.,False,,,False
Do your online friends make you pay? A randomized experiment,2015,Management Science,"The influence of online social networks on consumer behavior, particularly purchasing decisions, is a growing area of interest. This study investigates whether online friends influence consumer spending.","Do online friends influence consumer spending behavior, and if so, through what mechanisms?",A randomized experiment was conducted to study the impact of online friends on consumer spending.,The study employs a randomized experimental design to isolate the causal effect of online social connections on purchasing behavior.,"The results indicate that online friends can indeed influence consumer spending. The study likely explores the mechanisms through which this influence operates, such as social comparison, information sharing, or peer pressure.","This research has implications for social media platforms, online retailers, and marketers seeking to leverage social influence in their strategies. It highlights the power of social networks in shaping consumer choices.",False,,,False
Expectations as reference points: Field evidence from professional soccer,2015,Management Science,Expectations often serve as reference points for evaluating outcomes. This study examines how expectations influence performance evaluations in the context of professional soccer.,"How do expectations serve as reference points for evaluating performance, and what are the consequences for decision-making in professional soccer?",Field evidence from professional soccer players and their performance data.,The study analyzes field data from professional soccer to examine the relationship between expectations and performance evaluations.,"The findings suggest that players' performance is evaluated relative to their expectations. Outcomes that fall short of expectations are perceived more negatively, even if objectively good, and vice versa.","This research has implications for performance management, motivation, and reward systems in various fields, not just sports. It underscores the importance of managing expectations to influence perceptions of success and failure.",False,,,False
Waiting patiently: An empirical study of queue abandonment in a hospital emergency department,2015,Management Science,"Queue abandonment is a significant issue in service operations, leading to lost revenue and customer dissatisfaction. This study focuses on queue abandonment in a hospital emergency department.","What factors influence queue abandonment in a hospital emergency department, and how can it be reduced?","Empirical data from a hospital emergency department, likely including patient arrival times, service times, waiting times, and abandonment decisions.",The study uses empirical data to analyze the factors contributing to queue abandonment and to develop models for predicting and mitigating it.,"The study likely identifies key drivers of queue abandonment, such as waiting time, perceived service quality, and patient urgency. It may also propose strategies to reduce abandonment, such as improved queue management or communication.","The findings are crucial for healthcare providers aiming to improve patient flow, reduce wait times, and enhance patient satisfaction. It has implications for operational efficiency and resource allocation in emergency departments.",False,,,False
Real options and American derivatives: The double-barrier option,2015,Management Science,"Real options theory provides a framework for valuing investment opportunities under uncertainty. This paper connects real options with American derivatives, specifically the double-barrier option.","How can real options theory be applied to value American derivatives, particularly the double-barrier option?",The study uses a theoretical framework and mathematical modeling to analyze the valuation of derivatives.,The paper employs mathematical modeling and financial engineering techniques to analyze the valuation of double-barrier options within the context of real options.,"The study likely develops a valuation model for double-barrier options that incorporates features of real options, providing a more nuanced approach to valuing complex financial instruments.",This research contributes to the fields of financial engineering and corporate finance by offering new methods for valuing derivatives and investment opportunities under uncertainty. It has implications for risk management and investment decision-making.,False,,,False
Are people risk vulnerable?,2015,Management Science,"Understanding individual risk preferences and vulnerabilities is crucial in various domains, from finance to public policy. This study investigates whether people are inherently vulnerable to risks.","Are individuals systematically vulnerable to certain types of risks, and what factors contribute to this vulnerability?",The study likely uses experimental data or survey data to assess risk-taking behavior and preferences.,The research employs experimental methods to study decision-making under risk and identify patterns of vulnerability.,"The findings likely reveal systematic biases or tendencies in how individuals perceive and respond to risks, suggesting that people are not always rational risk-takers and can be vulnerable to cognitive biases or framing effects.","This research has implications for behavioral economics, finance, and policy-making, highlighting the need to account for psychological factors when designing interventions or regulations related to risk.",False,,,False
Do stock analysts influence merger completion?,2015,Management Science,Stock analysts play a significant role in the financial markets by providing recommendations and information. This study examines their influence on the completion of mergers and acquisitions.,Do stock analysts' recommendations and actions affect the likelihood of merger completion?,"The study likely uses financial data related to mergers and acquisitions, including analyst ratings, target and acquirer stock performance, and deal outcomes.","The research employs empirical methods, likely regression analysis, to analyze the relationship between stock analyst activities and merger completion rates.","The study probably finds that stock analysts' opinions and actions can indeed influence merger completion, either by bolstering or undermining the deal's prospects, depending on their recommendations and the market's reaction.","This research is relevant for corporate finance, investment banking, and the study of financial intermediaries. It sheds light on the power of analyst influence in corporate transactions.",False,,,False
Human and financial capital for microenterprises: Evidence from Uganda,2015,Management Science,"Microenterprises are crucial for economic development, particularly in developing countries. This study investigates the roles of human and financial capital in their success.","What are the relative contributions of human capital (e.g., skills, education) and financial capital (e.g., access to credit) to the performance of microenterprises in Uganda?","Evidence from microenterprises in Uganda, likely including data on owner characteristics, business operations, and financial performance.",The study uses empirical methods to analyze the impact of human and financial capital on microenterprise outcomes.,"The findings likely reveal the importance of both human and financial capital, possibly highlighting specific combinations or thresholds that are most effective for microenterprise growth and sustainability in the Ugandan context.","This research provides valuable insights for policymakers, development agencies, and financial institutions seeking to support microenterprises and foster economic development in similar settings.",False,,,False
Global sourcing and foreign knowledge seeking,2015,Management Science,Firms increasingly engage in global sourcing to gain competitive advantages. This study explores the link between global sourcing strategies and the pursuit of foreign knowledge.,How does global sourcing facilitate or influence firms' efforts to seek and acquire knowledge from foreign sources?,The study likely uses data on firms' global sourcing activities and their engagement in international knowledge acquisition.,The research likely employs empirical methods to analyze the relationship between global sourcing and foreign knowledge seeking.,"The study probably finds that global sourcing provides a platform and motivation for firms to actively seek and integrate foreign knowledge, leading to innovation and competitive advantages.","This research is relevant for international business strategy, supply chain management, and innovation management. It highlights the strategic benefits of global sourcing beyond cost reduction.",False,,,False
Disclosure policy and industry fluctuations,2015,Management Science,Voluntary disclosures by firms can impact market perceptions and firm value. This study examines the relationship between disclosure policies and industry-level fluctuations.,"How do firms' voluntary disclosure policies affect their performance and the overall dynamics of their industries, especially during periods of fluctuation?","The study likely uses data on firms' disclosure practices, financial performance, and industry-specific economic indicators.",Empirical analysis is used to investigate the link between disclosure policies and industry fluctuations.,"The findings likely suggest that firms with more transparent disclosure policies may be better positioned to navigate industry fluctuations, potentially experiencing less volatility or gaining a competitive edge during uncertain times.","This research has implications for corporate governance, financial reporting, and investment analysis. It underscores the importance of transparency in managing firm and industry performance.",False,,,False
Intertemporal price discrimination: Structure and empirical evidence,2015,Management Science,Firms may engage in price discrimination over time to capture different consumer segments. This study examines the structure and provides empirical evidence for intertemporal price discrimination.,"Under what conditions do firms practice intertemporal price discrimination, and what is the empirical evidence for its occurrence?","The study likely uses data on product pricing, sales, and consumer behavior over time, possibly in specific industries like durable goods or software.",The research combines theoretical modeling of pricing strategies with empirical analysis of market data to identify and quantify intertemporal price discrimination.,The study likely demonstrates that firms can effectively use intertemporal price discrimination to maximize profits by charging higher prices initially and then lowering them over time to attract more price-sensitive consumers.,"This research has implications for pricing strategy, consumer welfare, and antitrust regulation. It highlights how firms can segment markets over time and the potential effects on consumers.",False,,,False
On the (surprising) sufficiency of linear models for pricing and inventory management,2015,Management Science,"In pricing and inventory management, complex models are often assumed to be necessary. This paper challenges that notion by exploring the effectiveness of linear models.","Are linear models sufficient for effective pricing and inventory management, even in complex scenarios?",The study likely uses theoretical analysis and possibly simulations or empirical data to evaluate the performance of linear models.,The research employs theoretical analysis and potentially computational methods to demonstrate the surprising effectiveness of linear models in pricing and inventory management.,"The study finds that linear models can be surprisingly effective and sufficient for optimal decision-making in pricing and inventory management, even under conditions where non-linearities might be expected.","This research has practical implications for operations management and supply chain professionals, suggesting that simpler, linear models can be powerful tools for decision-making, potentially reducing computational complexity and implementation costs.",False,,,False
A comparison of milestone-based and buyout options in R&D contracts,2015,Management Science,R&D contracts often involve complex incentive structures. This study compares two common types: milestone-based and buyout options.,"What are the relative advantages and disadvantages of milestone-based versus buyout options in R&D contracts, and when is each most appropriate?",The study likely uses a theoretical framework and possibly case studies or industry data to compare the two contract types.,The research employs theoretical modeling and comparative analysis to evaluate the effectiveness of milestone-based and buyout options in R&D contracts.,"The study likely identifies conditions under which each type of option is more effective, considering factors like project uncertainty, information asymmetry, and the objectives of the contracting parties.",This research is valuable for firms engaging in R&D collaborations and contract negotiations. It provides guidance on designing optimal contracts to incentivize innovation and manage risk.,False,,,False
Exploring trade-offs in the organization of scientific research,2015,Management Science,"The organization of scientific research involves various trade-offs, such as specialization versus collaboration, and exploration versus exploitation. This study explores these trade-offs.","What are the key trade-offs in organizing scientific research, and how do different organizational structures affect research outcomes?",The study likely draws on theoretical frameworks and potentially case studies or empirical data from scientific organizations.,The research likely uses theoretical analysis and possibly qualitative or quantitative empirical methods to explore the trade-offs in scientific research organization.,"The study probably identifies critical trade-offs and suggests that optimal organizational structures depend on the specific goals and context of the research, balancing competing demands to maximize innovation and impact.","This research is relevant for universities, research institutions, and funding agencies seeking to optimize the organization and management of scientific endeavors.",False,,,False
"Risk attitude, beliefs updating, and the information acquisition decision",2015,Management Science,Individual decisions about acquiring information are influenced by risk attitudes and how beliefs are updated. This study investigates these interrelationships.,How do an individual's risk attitude and their process of updating beliefs affect their decision to acquire additional information?,The study likely uses experimental data from participants making decisions under uncertainty.,"The research employs experimental methods to manipulate risk attitudes and observe information acquisition decisions, analyzing how beliefs are updated.","The findings likely show that risk-averse individuals may be less inclined to acquire information, while those who update their beliefs more aggressively might seek more information. The interaction between these factors is explored.","This research contributes to behavioral economics and decision theory, with implications for understanding how people make informed choices in situations involving uncertainty and risk.",False,,,False
Global dual sourcing and order smoothing: The role of inventory pooling,2015,Management Science,"Firms often use multiple suppliers (dual sourcing) for global operations. This study examines how dual sourcing, combined with inventory pooling, affects order smoothing.","How does global dual sourcing, coupled with inventory pooling, contribute to order smoothing in supply chains?",The study likely uses a theoretical framework and possibly simulation or empirical data from supply chain operations.,The research employs analytical modeling and potentially simulation to study the effects of global dual sourcing and inventory pooling on order smoothing.,"The study likely demonstrates that global dual sourcing, especially when combined with inventory pooling, can significantly reduce demand variability and smooth orders across suppliers, leading to greater efficiency and stability.","This research is valuable for supply chain managers and operations researchers interested in optimizing sourcing strategies, managing inventory, and reducing operational volatility.",False,,,False
Supply management in multiproduct firms with flexible manufacturing,2015,Management Science,Multiproduct firms with flexible manufacturing capabilities face complex supply management decisions. This study addresses these challenges.,How should multiproduct firms with flexible manufacturing manage their supply chains to optimize production and meet demand?,The study likely uses a theoretical framework and possibly case studies or simulation data related to multiproduct manufacturing.,The research employs optimization models and analytical techniques to study supply management strategies for multiproduct firms with flexible manufacturing.,"The study likely provides insights into optimal strategies for managing suppliers, production scheduling, and inventory across multiple products in a flexible manufacturing environment.","This research is relevant for operations management, manufacturing strategy, and supply chain design, offering guidance for firms operating in complex production environments.",False,,,False
"Legitimacy, communication, and leadership in the formation of industry standards",2015,Management Science,"The formation of industry standards is a complex process involving multiple stakeholders. This study examines the roles of legitimacy, communication, and leadership in this process.","How do legitimacy, communication, and leadership influence the successful formation of industry standards?",The study likely uses case studies or qualitative data from the formation of various industry standards.,"The research employs qualitative analysis, possibly drawing on organizational theory and communication studies, to examine the dynamics of standard setting.","The findings likely highlight that perceived legitimacy of the standard-setting body, effective communication among participants, and strong leadership are critical for achieving consensus and establishing widely adopted industry standards.","This research is relevant for industry associations, policymakers, and firms involved in developing new technologies or market practices. It offers insights into managing complex multi-stakeholder processes.",False,,,False
The impact of advice on women's and men's selection of risky financial products,2015,Management Science,Gender differences in financial decision-making are well-documented. This study investigates how advice influences men's and women's choices regarding risky financial products.,Does the type and source of advice differentially impact men's and women's decisions to select risky financial products?,"The study likely uses experimental data from participants making financial decisions, with variations in advice provided.",The research employs experimental methods to compare how men and women respond to different forms of financial advice when choosing risky products.,"The findings likely reveal gender-specific responses to advice, potentially showing that certain types of advice are more effective for one gender than the other in influencing their choices about risky financial products.","This research has implications for financial advisory services, consumer education, and gender studies. It suggests that tailored advice strategies may be needed to cater to different demographic groups.",False,,,False
Entry and subcontracting in public procurement: Evidence from Italian municipalities,2015,Management Science,"Public procurement processes can involve complex contracting arrangements, including subcontracting. This study examines entry and subcontracting in Italian public procurement.",How do entry decisions and the use of subcontracting affect outcomes in public procurement processes in Italian municipalities?,Empirical data from public procurement contracts awarded by Italian municipalities.,"The study uses empirical analysis, likely econometrics, to examine the relationship between firm entry, subcontracting, and procurement outcomes.","The findings likely reveal how subcontracting affects competition, efficiency, and the quality of services delivered in public procurement, as well as the factors influencing firms' decisions to enter these markets.","This research is relevant for public administration, policy-making, and the study of government contracting. It offers insights into improving the efficiency and effectiveness of public procurement.",False,,,False
The risk preferences of U.S. executives,2015,Management Science,Executive risk preferences are critical drivers of corporate strategy and investment decisions. This study aims to understand the risk preferences of U.S. executives.,"What are the risk preferences of U.S. executives, and how do these preferences vary across different characteristics?","The study elicits risk attitudes of U.S. executives, likely through surveys or experiments.","The research uses methods to elicit risk preferences, such as experimental tasks or survey-based measures, applied to a sample of U.S. executives.","The study likely finds that executives exhibit a range of risk preferences, potentially identifying systematic differences based on factors like industry, firm size, or executive background. It may also reveal a tendency towards risk-seeking or risk-averse behavior.","This research has implications for corporate finance, governance, and strategic management. Understanding executive risk preferences can help predict corporate behavior and inform incentive design.",False,,,False
The asset-pricing implications of government spending news,2015,Management Science,Government spending is a key macroeconomic variable that can influence asset prices. This study examines the asset-pricing implications of news related to government spending.,"How do news about government spending affect asset prices, and what are the underlying mechanisms?",The study uses news-based measures of government spending shocks and financial market data.,The research employs econometric techniques to analyze the relationship between government spending news and asset returns.,"The findings likely indicate that government spending news has significant asset-pricing implications, affecting stock returns, bond yields, and other asset classes. The reaction may depend on the nature and expected impact of the spending.","This research is relevant for macroeconomics, financial markets, and policy analysis. It highlights how fiscal policy announcements can move asset prices and influence investment decisions.",False,,,False
Smart people ask for (My) advice: Seeking advice and perceived intelligence,2015,Management Science,Seeking advice is a common strategy for decision-making. This study explores the relationship between seeking advice and perceptions of intelligence.,"Does seeking advice influence how others perceive an individual's intelligence, and are 'smart' people more likely to seek advice?","The study likely uses experimental data where participants seek or do not seek advice, and others evaluate their intelligence.",The research employs experimental methods to manipulate advice-seeking behavior and measure perceptions of intelligence.,"The findings likely suggest that seeking advice can lead others to perceive an individual as more intelligent, possibly because it signals competence and a desire to make well-informed decisions. It may also find that individuals who are perceived as intelligent are indeed more likely to seek advice.","This research has implications for social psychology, organizational behavior, and communication. It challenges the notion that seeking advice is a sign of weakness and suggests it can be perceived positively.",False,,,False
Identifying expertise to extract the wisdom of crowds,2015,Management Science,The 'wisdom of crowds' phenomenon suggests that aggregating individual judgments can lead to accurate predictions. This study focuses on identifying expertise within crowds to improve accuracy.,How can expertise be identified within a crowd to enhance the accuracy of aggregated judgments?,"The study likely uses data from prediction markets, crowdsourcing platforms, or experimental settings where individual judgments are collected and aggregated.",The research employs statistical and machine learning techniques to identify knowledgeable individuals within a group and weigh their contributions to aggregated forecasts.,"The study likely demonstrates that by identifying and appropriately weighting the judgments of experts within a crowd, the accuracy of collective predictions can be significantly improved compared to simple averaging.","This research has implications for forecasting, decision-making, and the design of crowdsourcing systems. It suggests methods for leveraging collective intelligence more effectively.",False,,,False
The hidden cost of accommodating crowdfunder preferences,2015,Management Science,Crowdfunding platforms allow entrepreneurs to raise capital from a large number of individuals. This study examines the potential hidden costs associated with accommodating crowdfunder preferences.,What are the hidden costs incurred by entrepreneurs when they try to accommodate the preferences of crowdfunders?,"The study likely uses data from crowdfunding campaigns, analyzing project characteristics, funding outcomes, and post-campaign performance.","The research employs empirical analysis to identify and quantify the costs associated with catering to crowdfunder preferences, such as design modifications or delayed product launches.","The findings likely reveal that while accommodating crowdfunder preferences can boost initial funding, it may lead to increased development costs, project delays, or suboptimal product designs, ultimately impacting the venture's long-term success.","This research is relevant for entrepreneurs considering crowdfunding, platform designers, and investors. It highlights the trade-offs involved in balancing market demand with product development realities.",False,,,False
