title,author,publication_year,journal_name,doiabstract,doi,abstract
Management by the Numbers: A Formal Approach to Deriving Informational and Distributional Properties of “Unmanaged” Earnings,THOMAS HEMMER,26 October 2018,Journal of Accounting Research,,/doi/10.1111/1475-679X.12249,"ABSTRACTWe explore the theoretical relation between earnings and market returns as well as the properties of earnings frequency distributions under the assumption that managers use unbiased accounting information to sequentially decide on real options their firms have and report generated earnings truthfully, with the market pricing the firm based on those reported earnings. We generate benchmarks against which empirically observed earnings-returns relations and aggregate earnings distributions can be evaluated. This parsimonious model shows a coherent set of results: reported losses are less persistent than reported gains, decision making diminishes the S-shaped market response to earnings and earnings relate to returns asymmetrically in the way documented by Basu [1997]. Furthermore, the implied frequency distribution of aggregate earnings is neither symmetric nor necessarily single-peaked. Instead, it may exhibit a kink at zero and look similar to the plots reported by Burgstahler and Dichev [1997]. However, within our model, none of these phenomena are due to reporting noise, bias, or some undesirable strategic managerial behavior. They are the natural consequences of using past earnings as the basis for value increasing managerial decision making that in turn generates the future earnings on which future decisions will be based."
Why Do Individual Investors Disregard Accounting Information? The Roles of Information Awareness and Acquisition Costs,ELIZABETH BLANKESPOOR,23 October 2018,Journal of Accounting Research,,/doi/10.1111/1475-679X.12248,"ABSTRACTWe investigate the frictions that impede individual investors’ use of accounting information and, in particular, their costs of monitoring and acquiring accounting disclosures. We do so using an archival setting in which individuals are presented with automated media articles that report both current earnings news and past stock returns. Although these investors have earnings information readily available, we find no evidence that their trades incorporate it. Instead we find that their trading responds to the trailing stock returns presented in the articles. Our study raises questions about the efficacy of regulations that aim to aid less sophisticated investors by increasing their awareness of and access to accounting information."
The Effects of Analyst-Country Institutions on Biased Research: Evidence from Target Prices,MARK T. BRADSHAW,21 September 2018,Journal of Accounting Research,,/doi/10.1111/1475-679X.12245,"ABSTRACTPrior research demonstrates that a strong institutional infrastructure in a country moderates self-serving behavior of market participants. Cross-country economic activities have increased significantly, presenting a research opportunity to examine the relative influence of local versus foreign institutional infrastructure on individual market participants. We utilize variation in analyst-country location relative to covered firm location to examine institutional determinants of optimism in analyst research. Focusing on target prices, where persistent optimism is well documented, we find that analysts domiciled in countries with stronger institutional infrastructures exhibit significantly attenuated target price optimism and more value-relevant target prices. Our results demonstrate the importance of domestic country-level institutional factors in moderating self-serving behavior of market participants engaged in cross-country activities."
Effects of Increasing Enforcement on Financial Reporting Quality and Audit Quality,RALF EWERT,29 November 2018,Journal of Accounting Research,,/doi/10.1111/1475-679X.12251,"ABSTRACTA widely held assumption in policy making and empirical research is that increasing the strength of public enforcement improves financial reporting quality and audit quality. This paper provides a more nuanced view. In a model with a manager who can manage earnings, a strategic auditor, and an enforcement institution, we show that enforcement and auditing are complements in a weak enforcement regime but can be substitutes in a strong regime. Although stronger enforcement always mitigates earnings management, the effects of different instruments of strengthening enforcement are ambiguous. We show that they can improve or impair financial reporting quality and audit quality, depending on production risk, accounting system characteristics, and the scope of auditing relative to enforcement."
Banks as Tax Planning Intermediaries,JOHN GALLEMORE,19 October 2018,Journal of Accounting Research,,/doi/10.1111/1475-679X.12246,"ABSTRACTWe provide the first large-scale empirical evidence of banks functioning as tax planning intermediaries. We posit that some banks specialize in assisting corporate clients with tax planning. In this role, banks make use of their centrality in financial relationships; access to private information; and ability to structure, execute, and participate in tax planning transactions for clients. We measure bank-client relationships using loan contracts and measure client tax planning using either the cash effective tax rate or the unrecognized tax benefit balance. Using a difference-in-differences design, we find that firms experience meaningful tax reductions when they begin a relationship with a bank whose existing clients engage in above-median tax planning. The effects of pairing with such tax intermediary banks are concentrated in relationships with larger or longer maturity loans, clients with foreign income or greater credit risk, and when the bank is an industry specialist or has above-median investment banking activities. Finally, we find that potential clients are more likely to choose tax intermediary banks than nontax intermediary banks, suggesting that tax intermediary banks benefit by attracting new business. Collectively, our results suggest that some banks act as tax planning intermediaries, a role beyond the traditional one of financial intermediary."
Relative Target Setting and Cooperation,MARTIN HOLZHACKER,19 September 2018,Journal of Accounting Research,,/doi/10.1111/1475-679X.12244,"ABSTRACTA large stream of work on relative performance evaluation highlights the benefits of using information about peer performance in contracting. In contrast, the potential costs of discouraging cooperation among peers have received much less attention. The purpose of our study is to examine how the importance of cooperation affects the use of information about peer performance in target setting, also known as relative target setting. Specifically, we use data from an industrial services company where business unit managers need to share specialized equipment and staff with their peers to manage bottlenecks in their capacity. We construct several empirical proxies for the costs and benefits of information about peer performance and examine their effects on target setting. We find robust evidence that the sensitivity of target revisions to past peer performance is higher when peer group performance has greater capacity to filter out noise but lower when the importance of cooperation among peers is greater."
"International Mergers and Acquisitions Laws, the Market for Corporate Control, and Accounting Conservatism",INDER K. KHURANA,29 October 2018,Journal of Accounting Research,,/doi/10.1111/1475-679X.12247,"ABSTRACTExploiting the staggered enactment of country-level mergers and acquisitions (M&A) law as an exogenous increase in corporate takeover threat, this paper examines how a disciplinary market for corporate control affects accounting conservatism. Following M&A law adoption, we find increased accounting conservatism, with more pronounced effects in countries with weak shareholder protection and in those experiencing larger growth in takeover activity. Further analysis reveals that elevated takeover threats increase conservatism through changes in capital structure and investment decisions as well as improvements in board monitoring. Our findings highlight the importance of the market for corporate control in shaping financial-reporting outcome."
The Effect of Mandatory Extraction Payment Disclosures on Corporate Payment and Investment Policies Abroad,THOMAS RAUTER,18 August 2020,Journal of Accounting Research,,/doi/10.1111/1475-679X.12332,"ABSTRACTI examine how mandatory extraction payment disclosures (EPD)—a policy solution intended to discourage corporate payment avoidance in the oil, gas, and mining industries—affect fiscal revenue contributions and investments by multinational firms in foreign host countries. Using the staggered adoption of EPD across firms headquartered in Europe and Canada, I find that disclosing companies increase their payments to host governments, decrease investments, and obtain fewer extraction licenses relative to non-disclosing competitors. These effects are stronger for firms that face a high risk of public shaming, operate in corrupt host countries, and have a high exposure to bribery-prone payments, suggesting that EPD increases the reputational cost of corporate behavior that could be perceived as exploitative. The resulting reallocation of investments from disclosing to non-disclosing firms reduces drilling productivity and resource production in host countries, consistent with uneven disclosure regulation distorting capital allocation."
Corporate Tax Enforcement Externalities and the Banking Sector,JOHN GALLEMORE,16 September 2020,Journal of Accounting Research,,/doi/10.1111/1475-679X.12334,"ABSTRACTWe explore whether corporate tax enforcement can affect bank lending. Specifically, we hypothesize that tax enforcement efforts aimed at small and midsized enterprises (SME) can improve their information environments, which in turn could lead to increased bank commercial lending. Exploiting the regional structure employed by the IRS until 1999, we find that the corporate tax return audit probability for SMEs is associated with greater commercial lending growth for regionally focused banks. We find similar evidence when exploiting the IRS reorganization from a regional to federal system in 2000. Further results show that tax enforcement's impact on SME informational environments is at least partially responsible for this association: The impact of tax auditing on bank lending is stronger for banks facing greater informational disadvantages and in areas where SMEs face greater hold-up problems. Finally, we find that the tax audit rate is positively associated with loan portfolio quality, suggesting that tax enforcement can lead to better loan decisions. Our findings are consistent with the tax authority's mandate having important externalities on bank lending and SME access to capital, suggesting that the benefits to tax enforcement go beyond improving tax collection."
The Effect of Managerial Litigation Risk on Earnings Warnings: Evidence from a Natural Experiment,YING HUANG,25 September 2020,Journal of Accounting Research,,/doi/10.1111/1475-679X.12336,"ABSTRACTWe examine the causal effect of managerial litigation risk on managers’ disclosure of earnings warnings in the face of large earnings shortfalls. Exploring the staggered adoption of universal demand (UD) laws as an exogenous decrease in litigation risk, we find that the adoption leads to a decrease in managers’ issuance of earnings warnings, especially among firms facing a higher litigation risk prior to the adoption. In contrast, we find no change in managers’ tendency to alert investors of impending large positive earnings surprises. Collectively, our results provide causal evidence that higher litigation risk incentivizes managers to issue more earnings warnings. Our results differ from Bourveau et al.’s finding of an increase in the frequency of management earnings forecasts after the adoption of UD laws. We reconcile our findings with theirs by demonstrating that the effect of adopting UD laws on management earnings forecasts depends critically on forecast horizon: The adoption increases long-horizon forecasts, but decreases short-horizon forecasts."
Resolving Information Asymmetry Through Contractual Risk Sharing: The Case of Private Firm Acquisitions,MARK JANSEN,18 September 2020,Journal of Accounting Research,,/doi/10.1111/1475-679X.12335,"ABSTRACTWhen private firms are acquired, buyers commonly rely on seller financing and earnouts. Using a novel database of private acquisitions, I find that seller financing and earnouts become more common as information asymmetry increases between the acquirer and the target. Financial statement audits of the targets attenuate these results, which suggests that audits decrease information asymmetry in firm acquisitions. Seller-financed acquisitions also close faster and at higher prices, reducing the private firm discount. These findings suggest that these contract structures are an important channel through which privately held firms mitigate adverse selection that arises from information asymmetry."
Do Firms Strategically Internalize Disclosure Spillovers? Evidence from Cash-Financed M&As,JINHWAN KIM,13 October 2020,Journal of Accounting Research,,/doi/10.1111/1475-679X.12337,"ABSTRACTWe investigate whether managers internalize the spillover effects of their disclosure on the stock price of related firms and strategically alter their disclosure decisions when doing so is beneficial. Using data on firm-initiated disclosures during all-cash acquisitions, we find evidence consistent with acquirers strategically generating news that they expect will depress the target's stock price. Our results suggest the disclosure strategy leads to lower target returns during the negotiation period when the takeover price is being determined and results in a lower target premium. These findings are robust to a battery of specifications and falsification tests. Our results are consistent with expected spillovers influencing the timing and content of firms’ disclosures in M&A transactions."
Opening Up the “Black Box” of Audit Firms: The Effects of Audit Partner Ownership on Audit Adjustments,CLIVE LENNOX,06 September 2020,Journal of Accounting Research,,/doi/10.1111/1475-679X.12333,"ABSTRACTAudit firms need to provide high-quality audits but they also need to please their clients. We argue that these conflicting incentives become manifest when comparing the incentive effects of equity ownership on engagement quality (EQ) reviewers and audit engagement partners. We predict that EQ reviewers monitor audit quality more closely when they hold greater ownership. In contrast, we expect that equity ownership has conflicting effects on the incentives of engagement partners because they need to please their clients as well as provide high-quality audits. Consistent with these predictions, we find that the associations between audit adjustments and partner equity ownership are (1) significantly positive for EQ reviewers, (2) significantly negative or insignificant for audit engagement partners, and (3) significantly more positive for EQ reviewers than engagement partners. Our findings suggest that larger ownership stakes motivate EQ reviewers to monitor audit quality more closely, whereas larger ownership stakes do not motivate engagement partners to deliver higher quality audits."
Screening Talent for Task Assignment: Absolute or Percentile Thresholds?,RAMJI BALAKRISHNAN,24 June 2020,Journal of Accounting Research,,/doi/10.1111/1475-679X.12327,"ABSTRACTMatching talents to tasks is an important part of job design. Organizations routinely use performance thresholds to group agents by talent. We see thresholds defined both in terms of an individual's own performance (absolute value) and in terms of peer performance (percentile). Intuition suggests a preference for percentile thresholds because the resulting rank-order statistic is sufficient to assess relative talent. Yet, in the context of a task assignment problem in which the objective is to match talent with task type (using two agents and two task types), we show that absolute thresholds can dominate percentile thresholds under either of two conditions. First, flexibility in task assignment tilts the balance toward absolute thresholds. Second, performance manipulation can adversely affect the inherent advantage of percentile thresholds because they motivate agents to invest relatively more in personally costly influence activities to cast their performance in a favorable light. We examine how these results hold up when there are countably large number of agents and discuss empirical implications."
Tick Size and Financial Reporting Quality in Small-Cap Firms: Evidence from a Natural Experiment,ANWER S. AHMED,17 July 2020,Journal of Accounting Research,,/doi/10.1111/1475-679X.12331,"ABSTRACTUsing a natural experiment (the SEC's 2016 Tick Size Pilot Program), we investigate the effects of an increase in tick size on financial reporting quality. The tick size pilot program reduces algorithmic trading (AT) and increases fundamental investors’ information acquisition and trading activities. This in turn increases the scrutiny of managers’ financial reporting choices and reduces their incentives to engage in misreporting. Using a difference-in-differences research design, we find a significant decrease in the magnitude of discretionary accruals, a significant reduction in the likelihood of just meeting or beating analysts’ forecasts, and a marginally significant decrease in restatements for the treated firms in the pilot program. Furthermore, we find that the change in financial reporting quality is concentrated in treated firms experiencing decreases in AT and increases in information acquisition activities. We also find that the mispricing of accruals is significantly lower for treated firms. Taken together, our results suggest that an increase in tick size has a causal effect on firms’ financial reporting quality."
Politically Connected Governments,CHRISTINE CUNY,14 May 2020,Journal of Accounting Research,,/doi/10.1111/1475-679X.12325,"ABSTRACTThis paper examines the consequences of powerful political connections for local governments. We find that governments located within the constituencies of, and thus connected to, powerful congressional members reduce their stewardship over public resources. Using plausibly exogenous declines in the power of congressional representation, we show that the effect is causal. To better understand why connected local governments can reduce stewardship, we study electoral characteristics. Our findings suggest that the increased resources that come with powerful congressional representation allow local-government officials to reduce stewardship without material adverse effects on their reelection prospects. In sum, we provide evidence of a cost of political connections: they weaken local governments' incentives to act in a socially optimal manner."
"Foreign Exchange Risk, Hedging, and Tax-Motivated Outbound Income Shifting",ZERO DENG,19 June 2020,Journal of Accounting Research,,/doi/10.1111/1475-679X.12326,"ABSTRACTAlthough outbound income shifting to low-tax jurisdictions provides tax savings, it is often accompanied by nontax costs. In this study, I examine whether foreign exchange (FX) risk constrains tax-motivated outbound income shifting by U.S. multinational corporations. My findings indicate that exposure to greater currency volatility is associated with less outbound income shifting, and this effect is stronger for firms with foreign affiliates using foreign functional currencies. I also investigate whether hedging facilitates outbound income shifting. Consistent with hedging lowering costs associated with exchange rate volatility, I find that U.S. firms that use more currency derivatives tend to shift more income to low-tax foreign jurisdictions. Overall, these findings suggest that FX risk is an important cost of outbound income shifting."
Asymmetric Cost Behavior and Dividend Policy,JIE HE,10 July 2020,Journal of Accounting Research,,/doi/10.1111/1475-679X.12328,"ABSTRACTCosts are sticky on average, that is, they fall less for sales decreases than they rise for equivalent sales increases. We examine the effect of this asymmetric cost behavior on a firm's dividend policy. Given investors’ aversion to dividend cuts, we predict that firms with higher resource adjustment costs and stickier costs pay lower dividends than their peers because they are less able to sustain any higher level of dividend payouts in the future. We find evidence consistent with this prediction. Further, using a regression discontinuity design that exploits variation in labor adjustment costs generated by close-call union elections, we provide evidence suggesting that the negative relation between cost stickiness and dividend payouts is driven by resource adjustment costs. Our paper sheds new light on the determinants of dividend policy and demonstrates the role of cost behavior in corporate decisions."
Disclosing Physician Ratings: Performance Effects and the Difficulty of Altering Ratings Consensus,HENRY EYRING,19 July 2020,Journal of Accounting Research,,/doi/10.1111/1475-679X.12330,"ABSTRACTI examine effects of a health care system's policy to publicly disclose patient ratings of its physicians. I find evidence that this policy leads to performance improvement by the disclosed, subjective ratings and also by undisclosed, objective measures of quality. These effects are consistent with multitasking theory, in that physicians respond to the disclosure by providing more of a shared input—time with patients—that benefits performance by ratings and underlying quality. I also find, as predicted by information cascade theory, that the ratings become jammed to some degree near initially disclosed values. Specifically, raters observe the pattern of initial ratings and follow suit by providing similar ratings. Finally, I find evidence that physicians anticipate rating jamming and so concentrate their effort on earlier performance in order to set a pattern of high ratings that later ratings follow. These results demonstrate that the disclosure of subjective ratings can benefit performance broadly but can also shift effort toward earlier performance."
The Silent Majority: Private U.S. Firms and Financial Reporting Choices,PETRO LISOWSKY,06 April 2020,Journal of Accounting Research,,/doi/10.1111/1475-679X.12306,"ABSTRACTThis study uses a comprehensive panel of tax returns to examine the financial reporting choices of medium-to-large private U.S. firms, a setting that controls over $9 trillion in capital, vastly outnumbers public U.S. firms across all industries, yet has no financial reporting mandates. We find that nearly two-thirds of these firms do not produce audited GAAP financial statements. Guided by an agency theory framework, we find that size, ownership dispersion, external debt, and trade credit are positively associated with the choice to produce audited GAAP financial statements, while asset tangibility, age, and internal debt are generally negatively related to this choice. Our findings reveal that (1) equity capital and trade credit exhibit significant explanatory power, suggesting that the primary focus in the literature on debt is too narrow; (2) firm youth, growth, and R&D are positively associated with audited GAAP reporting, reflecting important monitoring roles of financial reporting; and (3) many firms violate standard explanations for financial reporting choices and substantial unexplained heterogeneity in financial reporting remains. We conclude by identifying opportunities for future research."
Why Do Politicians Intervene in Accounting Regulation? The Role of Ideology and Special Interests,JANNIS BISCHOF,03 February 2020,Journal of Accounting Research,,/doi/10.1111/1475-679X.12300,"ABSTRACTPoliticians frequently intervene in the regulation of financial accounting. Evidence from the accounting literature shows that regulatory capture by special interests helps explain these interventions. However, many accounting rules have broad economic or social consequences, such as their effects on income distribution or private sector subsidies. The perception of these consequences varies with a politician's ideology. Therefore, if accounting rules produce those consequences, ideology plausibly spills over and explains a politician's stance on the technical accounting issue, beyond special interest pressure. We use two prominent U.S. political debates about fair value accounting and the expensing of employee stock options to disentangle the role of ideology from special interest pressure. In both debates, ideology explains politicians’ involvement at exactly those points when the debate focuses on the economic consequences of accounting regulation (i.e., bank bailouts and top management compensation). Once the debates focus on more technical issues, connections to special interests remain the dominant force."
Strategic Subsidiary Disclosure,SCOTT D. DYRENG,15 April 2020,Journal of Accounting Research,,/doi/10.1111/1475-679X.12308,"ABSTRACTAlthough subsidiary disclosures in firms’ filings with the Securities and Exchanges Commission (SEC; Exhibit 21) represent the most granular required public disclosure of a firm's geographic footprint, little is understood about the quality of the disclosure, and anecdotal evidence suggests firms may not fully comply with the disclosure requirements. We use data provided by multinational firms to the Internal Revenue Service regarding their foreign subsidiary locations to explore the accuracy of public subsidiary disclosures on Exhibit 21 of Form 10-K per SEC rules. The overall incidence of nondisclosure is low, suggesting that most firms comply with Exhibit 21 disclosure rules, and that for most applications, Exhibit 21 disclosures provide a reasonable proxy for locations of significant subsidiaries. Nevertheless, there is some evidence of nondisclosure, particularly when subsidiaries are in tax havens, when the firm is more highly scrutinized in the media, or when the firm has other characteristics consistent with low-quality disclosures such as SEC comment letters."
The Effect of Credit Ratings on Disclosure: Evidence from the Recalibration of Moody's Municipal Ratings,JACQUELYN R. GILLETTE,15 April 2020,Journal of Accounting Research,,/doi/10.1111/1475-679X.12307,"ABSTRACTThis paper examines how credit rating levels affect municipal debt issuers’ disclosure decisions. Using exogenous upgrades in credit rating levels caused by the recalibration of Moody's municipal ratings scale in 2010, we find that upgraded municipalities significantly reduce their disclosure of required continuing financial information, relative to unaffected municipalities. Consistent with a reduction in debtholders’ demand for information driving these results, the reduction in disclosure is greater when municipal bonds are held by investors who relied more on disclosure ex ante. However, we also find that the reduction in disclosure does not manifest when issuers are monitored by underwriters with greater issuer-specific expertise and when issuers are subject to direct regulatory enforcement through the receipt of federal funding. Overall, our results suggest that higher credit rating levels lower investor demand for disclosure in the municipal market, and highlight the role of underwriters and direct regulatory enforcement in maintaining disclosure levels when investor demand is low."
How Does Using a Mobile Device Change Investors’ Reactions to Firm Disclosures?,STEPHANIE M. GRANT,24 January 2020,Journal of Accounting Research,,/doi/10.1111/1475-679X.12299,"ABSTRACTI examine how characteristics of investors’ information access tools change investors’ reactions to firm disclosures. I examine my research question in the context of information choice (i.e., allowing investors to choose the order of information and sections to read within a disclosure) and spatial layout (i.e., how information is displayed when viewing the disclosure). Results of an experiment are consistent with information choice improving investors’ judgments if the disclosure is viewed on a computer screen. Conversely, and consistent with cognitive overload, information choice harms investors’ judgments if the disclosure is viewed on a smaller screen, such as that of a mobile device. Follow-up experiments show that changing the disclosure presentation to reduce the need to scroll is one way to improve investors’ judgments on a smaller (or mobile) screen. My findings caution firms and regulators about expanding information choice within disclosures without considering the screen size used to access the disclosure."
Public Attention and Auditor Behavior: The Case of Hurun Rich List in China,DONGHUI WU,21 April 2020,Journal of Accounting Research,,/doi/10.1111/1475-679X.12309,"ABSTRACTAdverse client publicity can entail regulatory scrutiny over audited financial statements and impose political costs on auditors. We use the changes in client publicity caused by their controlling owners’ presence on theHurun Rich List(the rich listing) in China to test the hypothesis that auditor conservatism increases with client publicity. Our evidence indicates auditors issue more adverse audit opinions to clients and charge higher fees following the rich listing events. Moreover, we observe that auditors strategically respond to clients with different attributes—for clients whose owners accumulated wealth in a more questionable manner, auditors choose more stringent audit reporting to better defend themselves from regulatory scrutiny; for clients without such attributes, auditors primarily rely on increasing audit fees to cope with any post-listing increase in audit risks. Our analyses also suggest the impacts of rich listings tend to be concentrated among large audit firms with stronger reputation concerns or among engagement auditors with more conservative reporting styles. By showing how auditors manage political risks associated with heightened public scrutiny, we contribute to both the auditing and political cost literature."
Corporate Disclosure as a Tacit Coordination Mechanism: Evidence from Cartel Enforcement Regulations,THOMAS BOURVEAU,20 February 2020,Journal of Accounting Research,,/doi/10.1111/1475-679X.12301,"ABSTRACTWe empirically study how collusion in product markets affects firms' financial disclosure strategies. We find that after a rise in cartel enforcement, U.S. firms start sharing more detailed information in their financial disclosure about their customers, contracts, and products. This new information potentially benefits peers by helping to tacitly coordinate actions in product markets. Indeed, changes in disclosure are associated with higher future profitability. Our results highlight the potential conflict between securities and antitrust regulations."
Does Private Country-by-Country Reporting Deter Tax Avoidance and Income Shifting? Evidence from BEPS Action Item 13,PREETIKA JOSHI,13 March 2020,Journal of Accounting Research,,/doi/10.1111/1475-679X.12304,"ABSTRACTTo combat tax avoidance by multinational corporations, the Organisation for Economic Co-operation and Development introduced country-by-country reporting (CbCr), requiring firms to provide tax authorities with a geographic breakdown of their profitability and activities. Treating the introduction of CbCr in the European Union as a shock to private disclosure requirements, this study examines the effect on corporate tax outcomes. Exploiting the €750 million revenue threshold for disclosure and employing regression-discontinuity and difference-in-differences designs, I document a 1–2 percentage point increase in consolidated GAAP effective tax rates among affected firms. I also find evidence consistent with a decline in tax-motivated income shifting, starting in 2018. These results suggest that, although private geographic disclosures can deter corporate tax avoidance, so far, the regulations have had a limited effect on tax-motivated income shifting. My findings have policy implications for the global implementation of private CbCr and extend the debate on public versus private disclosure of tax information."
Contracts Between Firms and Shareholders,JORDAN SCHOENFELD,13 January 2020,Journal of Accounting Research,,/doi/10.1111/1475-679X.12297,"ABSTRACTTheory predicts the existence of explicit bilateral contracts between firms and expert shareholders. I assemble and analyze a large-scale data set of these contracts. Using block investments from 1996 to 2018, I find that these contracts involve mainly corporate owners and activist owners, and often specify covenants pertaining to financing, trading, directorships, dividends, joint ventures, corporate investment, financial reporting, and information access. I also find that some of the contract covenants are stated in terms of accounting information, and that the prevalence of these contracts is significantly positively associated with measures of information asymmetry between managers and shareholders. Overall, this study provides some of the first systematic evidence on explicit bilateral contracts between firms and shareholders."
Paper Versus Practice: A Field Investigation of Integrity Hotlines,EUGENE SOLTES,04 March 2020,Journal of Accounting Research,,/doi/10.1111/1475-679X.12302,"ABSTRACTIn an effort to motivate firms to more rapidly detect potential misconduct, legislators, regulators, and enforcement agencies incentivize firms to have integrity or “whistleblowing” hotlines. These hotlines provide individuals an opportunity to report alleged misconduct and seek guidance about how to appropriately respond. Beyond some isolated examples, little is known about the responsiveness of hotlines to actual claims of alleged misconduct. I undertake a field study to investigate how hotlines function in practice by making four different inquiries involving alleged misconduct to nearly 250 firms. I find that one-fifth of firms have impediments (e.g., phone line disconnected, email bounce back, direct to incorrect website) that hinder reporting and approximately 10% of firms do not respond in a timely manner. Overall, this investigation illuminates several differences between integrity hotlines “on paper” and how they actually perform in practice."
Evidence on the Use and Efficacy of Internal Whistleblowing Systems,STEPHEN R. STUBBEN,04 March 2020,Journal of Accounting Research,,/doi/10.1111/1475-679X.12303,"ABSTRACTUsing a proprietary data set from a provider of internal whistleblowing (WB) systems, we analyze nearly two million internal WB reports submitted to over 1,000 publicly traded U.S. firms. We provide descriptive statistics, over time and across report types, on the amount and summary details of information provided, how extensively management reviews reports, the amount of time until reviews were completed, and the outcome of these reviews. Further, we examine the characteristics of firms with more actively used systems (i.e., a higher volume of reports, more information provided in reports, and reports that are more frequently reviewed by management). Finally, we show that internal WB report volume is associated with fewer and lower amounts of government fines and material lawsuits."
Reproducibility in Accounting Research: Views of the Research Community,LUZI HAIL,18 March 2020,Journal of Accounting Research,,/doi/10.1111/1475-679X.12305,"ABSTRACTWe have little knowledge about the prevalence of irreproducibility in the accounting literature. To narrow this gap, we conducted a survey among the participants of the 2019 JAR Conference on their perceptions of the frequency, causes, and consequences of irreproducible research published in accounting journals. A majority of respondents believe that irreproducibility is common in the literature, constitutes a major problem, and receives too little attention. Most have encountered irreproducibility in the work of others (although not in their own work) but chose not to pursue their failed reproduction attempts to publication. Respondents believe irreproducibility results chiefly from career or publication incentives as well as from selective reporting of results. They also believe that practices like sharing code and data combined with stronger incentives to replicate the work of others would enhance reproducibility. The views of accounting researchers are remarkably similar to those expressed in a survey by the scientific journalNature. We conclude by discussing the implications of our findings and provide several potential paths forward for the accounting research community."
The Politics of M&A Antitrust,MIHIR N. MEHTA,05 November 2019,Journal of Accounting Research,,/doi/10.1111/1475-679X.12291,"ABSTRACTAntitrust regulators play a critical role in protecting market competition. We examine whether the political process affects antitrust reviews of merger transactions. We find that acquirers and targets located in the political districts of powerful U.S. congressional members who serve on committees with antitrust regulatory oversight receive relatively favorable antitrust review outcomes. To establish causality, we use plausibly exogenous shocks to firm–politician links and a falsification test. Additional findings suggest congressional members’ incentives to influence antitrust reviews are affected by three channels: special interests, voter and constituent interests, and ideology. In aggregate, our findings suggest that the political process adversely interferes with the ability of antitrust regulators to provide independent recommendations about anticompetitive mergers."
Disclosure Regulation and Corporate Acquisitions,PIETRO BONETTI,15 January 2020,Journal of Accounting Research,,/doi/10.1111/1475-679X.12298,"ABSTRACTThis paper examines the effect of disclosure regulation on the takeover market. We study the implementation of a recent European regulation that imposes tighter disclosure requirements regarding the financial and ownership information on public firms. We find a substantial drop in the number of control acquisitions after the implementation of the regulation, a decrease that is concentrated in countries with more dynamic takeover markets. Consistent with the idea that the disclosure requirements increased acquisition costs, we also observe that, under the new disclosure regime, target (acquirer) stock returns around the acquisition announcement are higher (lower), and toeholds are substantially smaller. Overall, our evidence suggests that tighter disclosure requirements can impose significant acquisition costs on bidders and thus slow down takeover activity."
Transparency and Tax Evasion: Evidence from the Foreign Account Tax Compliance Act (FATCA),LISA DE SIMONE,15 November 2019,Journal of Accounting Research,,/doi/10.1111/1475-679X.12293,"ABSTRACTWe examine how U.S. individuals respond to regulation intended to reduce offshore tax evasion. The Foreign Account Tax Compliance Act (FATCA) requires foreign financial institutions to report information to the U.S. government regarding U.S. account holders. We first document an average $7.8 billion to $15.3 billion decrease in equity foreign portfolio investment to the United States from tax-haven countries after FATCA implementation, consistent with a decrease in “round-tripping” investments attributable to U.S. investors’ offshore tax evasion. When testing total worldwide investment out of financial accounts in tax havens post-FATCA, we find an average decline of $56.6 billion to $78.0 billion. We next provide evidence of other important consequences of this regulation, including increased expatriations of U.S. citizens and greater investment in alternative assets not subject to FATCA reporting, such as residential real estate and artwork. Our study contributes to both the academic literature and policy analysis on regulation, tax evasion, and crime."
The Dog that Did Not Bark: Limited Price Efficiency and Strategic Nondisclosure,FRANK S. ZHOU,11 January 2020,Journal of Accounting Research,,/doi/10.1111/1475-679X.12296,"ABSTRACTTheory posits that investors can rationally infer the implications of strategic nondisclosure for firm value, pressuring managers to disclose information voluntarily. This study documents that the lack of an earnings guidance predicts an abnormal return of −41 basis points around the subsequent quarterly earnings announcement, suggesting that investors do not fully incorporate the implications of nonguidance. Further analyses demonstrate that limitations in price efficiency, driven by investors' limited attention and short-selling constraints, explain the mispricing of nonguidance and are associated with less guidance issuance. Our results collectively highlight limited price efficiency as another friction when studying managers' strategic disclosure decisions."
Detecting Accounting Fraud in Publicly Traded U.S. Firms Using a Machine Learning Approach,YANG BAO,23 November 2019,Journal of Accounting Research,,/doi/10.1111/1475-679X.12292,"ABSTRACTWe develop a state-of-the-art fraud prediction model using a machine learning approach. We demonstrate the value of combining domain knowledge and machine learning methods in model building. We select our model input based on existing accounting theories, but we differ from prior accounting research by using raw accounting numbers rather than financial ratios. We employ one of the most powerful machine learning methods, ensemble learning, rather than the commonly used method of logistic regression. To assess the performance of fraud prediction models, we introduce a new performance evaluation metric commonly used in ranking problems that is more appropriate for the fraud prediction task. Starting with an identical set of theory-motivated raw accounting numbers, we show that our new fraud prediction model outperforms two benchmark models by a large margin: the Dechow et al. logistic regression model based on financial ratios, and the Cecchini et al. support-vector-machine model with a financial kernel that maps raw accounting numbers into a broader set of ratios."
